,path,bicam_btarget,bicam_bpred,bicam_ntarget,bicam_npred,btarget,bpred,ntarget,npred
74,clock_s_001334.png,5,5,22,22,15,15,15,15
75,clock_s_000842.png,5,5,22,22,15,15,15,15
76,clock_s_001438.png,5,3,22,61,15,15,15,58
77,alarm_clock_s_000042.png,5,5,22,87,15,15,15,33
78,clock_s_000304.png,5,5,22,22,15,15,15,15
79,clock_s_000075.png,5,5,22,40,15,15,15,94
80,alarm_clock_s_000933.png,5,5,22,22,15,15,15,15
81,alarm_clock_s_001124.png,5,5,22,10,15,15,15,2
82,clock_s_000211.png,5,5,22,22,15,15,15,15
83,clock_s_001692.png,5,5,22,32,15,5,15,3
84,clock_s_000699.png,5,19,22,40,15,4,15,35
85,alarm_clock_s_000069.png,5,3,22,22,15,15,15,15
86,alarm_clock_s_000124.png,5,5,22,22,15,15,15,15
87,alarm_clock_s_000602.png,5,5,22,22,15,15,15,15
88,clock_s_000549.png,5,5,22,22,15,15,15,15
89,clock_s_000183.png,5,4,22,32,15,6,15,34
90,clock_s_001335.png,5,5,22,22,15,15,15,15
91,clock_s_002119.png,5,5,22,22,15,15,15,15
92,clock_s_002220.png,5,5,22,22,15,15,15,15
93,clock_s_000395.png,5,5,22,22,15,15,15,15
94,clock_s_001893.png,5,7,22,16,15,17,15,33
95,clock_s_002153.png,5,5,22,22,15,15,15,15
96,clock_s_002433.png,5,5,22,22,15,15,15,15
97,clock_s_000155.png,5,5,22,22,15,15,15,15
98,clock_s_000094.png,5,5,22,22,15,15,15,15
99,clock_s_001497.png,5,18,22,13,15,7,15,89
100,plate_iron_s_000001.png,3,15,61,78,13,7,58,76
101,dessert_plate_s_000261.png,3,3,61,61,13,13,58,58
102,fishplate_s_000669.png,3,3,61,61,13,13,58,85
103,dessert_plate_s_000322.png,3,3,61,61,13,13,58,58
104,plate_s_000028.png,3,3,61,61,13,13,58,58
105,dessert_plate_s_000198.png,3,3,61,61,13,13,58,58
106,saucer_s_001062.png,3,3,61,61,13,13,58,58
107,dessert_plate_s_000267.png,3,3,61,61,13,13,58,58
108,plate_s_001617.png,3,3,61,61,13,13,58,58
109,plate_s_001908.png,3,3,61,61,13,13,58,7
110,fishplate_s_000039.png,3,3,61,61,13,13,58,79
111,dessert_plate_s_000200.png,3,3,61,61,13,13,58,58
112,dessert_plate_s_000163.png,3,3,61,61,13,13,58,58
113,dessert_plate_s_000323.png,3,3,61,61,13,13,58,58
114,plate_s_001449.png,3,3,61,10,13,13,58,2
115,fishplate_s_001024.png,3,3,61,61,13,13,58,58
116,plate_iron_s_000901.png,3,3,61,61,13,13,58,58
117,plate_s_000989.png,3,3,61,61,13,13,58,58
118,plate_s_002854.png,3,3,61,61,13,15,58,58
119,plate_s_001256.png,3,3,61,61,13,13,58,58
120,plate_iron_s_001443.png,3,12,61,63,13,4,58,60
121,fishplate_s_000127.png,3,3,61,10,13,13,58,15
122,dessert_plate_s_000118.png,3,3,61,84,13,13,58,83
123,fishplate_s_000575.png,3,3,61,61,13,13,58,58
124,saucer_s_001765.png,3,3,61,61,13,13,58,58
125,dessert_plate_s_000437.png,3,3,61,16,13,16,58,8
126,dessert_plate_s_000066.png,3,3,61,61,13,13,58,58
127,plate_iron_s_001039.png,3,3,61,61,13,13,58,58
128,dessert_plate_s_000329.png,3,13,61,99,13,5,58,58
129,plate_iron_s_001151.png,3,3,61,61,13,16,58,58
130,dessert_plate_s_000035.png,3,3,61,61,13,14,58,58
131,plate_iron_s_000296.png,3,3,61,36,13,6,58,39
132,fishplate_s_000523.png,3,3,61,61,13,13,58,58
133,dessert_plate_s_000286.png,3,3,61,61,13,13,58,58
134,dessert_plate_s_000340.png,3,3,61,61,13,13,58,58
135,dessert_plate_s_000031.png,3,3,61,61,13,13,58,58
136,fishplate_s_000048.png,3,5,61,22,13,7,58,15
137,plate_s_002048.png,3,3,61,61,13,13,58,58
138,fishplate_s_000058.png,3,3,61,61,13,13,58,58
139,plate_iron_s_000813.png,3,3,61,61,13,5,58,58
140,plate_s_001828.png,3,5,61,78,13,15,58,76
141,plate_iron_s_001362.png,3,3,61,61,13,13,58,58
142,fishplate_s_000337.png,3,3,61,61,13,13,58,58
143,fishplate_s_000502.png,3,5,61,10,13,15,58,15
144,plate_s_002864.png,3,3,61,61,13,13,58,58
145,plate_iron_s_000793.png,3,15,61,29,13,7,58,58
146,plate_s_001512.png,3,3,61,61,13,13,58,58
147,plate_s_002266.png,3,3,61,61,13,13,58,58
148,plate_s_001479.png,3,3,61,10,13,13,58,58
149,fishplate_s_000061.png,3,3,61,22,13,5,58,15
150,fashion_plate_s_000255.png,3,3,61,61,13,13,58,58
151,saucer_s_000097.png,3,3,61,61,13,13,58,58
152,dessert_plate_s_000345.png,3,3,61,61,13,13,58,58
153,dessert_plate_s_000400.png,3,3,61,61,13,13,58,58
154,dessert_plate_s_000418.png,3,3,61,61,13,13,58,58
155,dessert_plate_s_000404.png,3,3,61,61,13,13,58,58
156,fishplate_s_000905.png,3,3,61,61,13,13,58,58
157,dessert_plate_s_000369.png,3,3,61,61,13,13,58,58
158,dessert_plate_s_000390.png,3,3,61,10,13,13,58,58
159,fishplate_s_000124.png,3,3,61,61,13,13,58,58
160,plate_s_000812.png,3,3,61,16,13,13,58,8
161,dessert_plate_s_000225.png,3,3,61,61,13,13,58,58
162,dessert_plate_s_000448.png,3,3,61,61,13,13,58,58
163,plate_iron_s_001056.png,3,3,61,10,13,8,58,2
164,dessert_plate_s_000149.png,3,3,61,61,13,15,58,58
165,plate_iron_s_000306.png,3,3,61,61,13,13,58,58
166,plate_iron_s_000180.png,3,3,61,10,13,13,58,15
167,dessert_plate_s_000360.png,3,3,61,61,13,13,58,58
168,fishplate_s_000434.png,3,15,61,26,13,13,58,19
169,dessert_plate_s_000187.png,3,3,61,61,13,15,58,58
170,dessert_plate_s_000269.png,3,5,61,22,13,13,58,15
171,saucer_s_000865.png,3,3,61,61,13,13,58,58
172,saucer_s_001181.png,3,3,61,61,13,13,58,58
173,dessert_plate_s_000115.png,3,3,61,61,13,13,58,58
174,dessert_plate_s_000505.png,3,3,61,61,13,13,58,58
175,plate_s_001511.png,3,3,61,10,13,7,58,58
176,dessert_plate_s_000144.png,3,3,61,10,13,13,58,2
177,dessert_plate_s_000208.png,3,3,61,61,13,13,58,58
178,plate_iron_s_000176.png,3,5,61,22,13,13,58,15
179,fishplate_s_000491.png,3,3,61,61,13,13,58,58
180,plate_iron_s_000087.png,3,3,61,61,13,13,58,58
181,plate_iron_s_000969.png,3,3,61,22,13,13,58,15
182,fishplate_s_001074.png,3,3,61,61,13,13,58,58
183,dessert_plate_s_000032.png,3,3,61,10,13,13,58,15
184,dessert_plate_s_000053.png,3,15,61,93,13,7,58,19
185,fishplate_s_001016.png,3,3,61,61,13,13,58,58
186,plate_s_000052.png,3,1,61,32,13,1,58,99
187,dessert_plate_s_000038.png,3,3,61,61,13,13,58,58
188,dessert_plate_s_000103.png,3,3,61,10,13,4,58,76
189,dessert_plate_s_000380.png,3,3,61,61,13,13,58,58
190,plate_iron_s_000079.png,3,3,61,61,13,15,58,58
191,dessert_plate_s_000489.png,3,3,61,61,13,13,58,58
192,dessert_plate_s_000421.png,3,3,61,61,13,13,58,58
193,dessert_plate_s_000274.png,3,3,61,61,13,13,58,58
194,dessert_plate_s_000009.png,3,1,61,32,13,13,58,58
195,dessert_plate_s_000388.png,3,3,61,61,13,7,58,58
196,dessert_plate_s_000430.png,3,3,61,61,13,13,58,58
197,platen_s_000052.png,3,3,61,61,13,13,58,58
198,boilerplate_s_000197.png,3,3,61,10,13,16,58,2
199,dessert_plate_s_000389.png,3,19,61,89,13,11,58,15
200,bulldozer_s_000051.png,19,19,89,89,11,11,88,88
201,tractor_s_001551.png,19,18,89,90,11,10,88,36
202,bulldozer_s_000397.png,19,9,89,37,11,19,88,31
203,tractor_s_000367.png,19,19,89,89,11,7,88,88
204,bulldozer_s_001320.png,19,19,89,89,11,11,88,88
205,dozer_s_000973.png,19,19,89,89,11,11,88,88
206,dozer_s_001283.png,19,19,89,89,11,11,88,88
207,bulldozer_s_001026.png,19,19,89,89,11,11,88,88
208,bulldozer_s_002079.png,19,19,89,89,11,11,88,88
209,bulldozer_s_001314.png,19,13,89,79,11,5,88,78
210,dozer_s_001300.png,19,19,89,89,11,11,88,88
211,dozer_s_000051.png,19,15,89,89,11,7,88,43
212,bulldozer_s_002115.png,19,19,89,89,11,11,88,88
213,bulldozer_s_001971.png,19,19,89,89,11,11,88,88
214,bulldozer_s_000525.png,19,19,89,89,11,11,88,88
215,bulldozer_s_000335.png,19,19,89,89,11,11,88,88
216,bulldozer_s_001609.png,19,19,89,89,11,16,88,88
217,bulldozer_s_000636.png,19,19,89,89,11,11,88,88
218,bulldozer_s_001529.png,19,19,89,89,11,11,88,88
219,bulldozer_s_000203.png,19,19,89,89,11,11,88,88
220,bulldozer_s_000854.png,19,19,89,89,11,11,88,88
221,tractor_s_000770.png,19,19,89,89,11,11,88,22
222,dozer_s_001376.png,19,19,89,89,11,11,88,88
223,tractor_s_001782.png,19,19,89,89,11,11,88,88
224,tractor_s_001218.png,19,19,89,41,11,10,88,88
225,tractor_s_000107.png,19,19,89,89,11,4,88,88
226,tractor_s_001637.png,19,19,89,89,11,11,88,88
227,bulldozer_s_000073.png,19,19,89,89,11,11,88,88
228,tractor_s_000764.png,19,18,89,89,11,11,88,43
229,dozer_s_000164.png,19,19,89,7,11,11,88,67
230,bulldozer_s_001488.png,19,19,89,89,11,7,88,88
231,bulldozer_s_001619.png,19,19,89,89,11,11,88,88
232,dozer_s_000497.png,19,19,89,89,11,11,88,88
233,dozer_s_000978.png,19,19,89,89,11,11,88,88
234,dozer_s_000620.png,19,19,89,89,11,11,88,88
235,bulldozer_s_001791.png,19,19,89,89,11,11,88,88
236,tractor_s_001961.png,19,19,89,89,11,11,88,88
237,tractor_s_001728.png,19,19,89,89,11,11,88,88
238,tractor_s_000887.png,19,19,89,89,11,11,88,88
239,tractor_s_001402.png,19,11,89,89,11,3,88,88
240,tractor_s_000057.png,19,19,89,89,11,11,88,88
241,dozer_s_000934.png,19,19,89,89,11,11,88,88
242,bulldozer_s_001098.png,19,19,89,89,11,11,88,88
243,dozer_s_001181.png,19,19,89,89,11,11,88,88
244,bulldozer_s_000948.png,19,19,89,89,11,11,88,88
245,bulldozer_s_001485.png,19,19,89,89,11,11,88,88
246,tractor_s_000657.png,19,19,89,89,11,8,88,88
247,tractor_s_000454.png,19,18,89,89,11,10,88,88
248,tractor_s_000365.png,19,19,89,89,11,3,88,88
249,tractor_s_000295.png,19,16,89,74,11,8,88,90
250,bulldozer_s_000208.png,19,19,89,89,11,11,88,88
251,bulldozer_s_001132.png,19,19,89,89,11,11,88,88
252,bulldozer_s_001437.png,19,9,89,37,11,19,88,80
253,bulldozer_s_001409.png,19,19,89,89,11,11,88,88
254,tractor_s_001357.png,19,18,89,89,11,7,88,88
255,dozer_s_001234.png,19,19,89,89,11,10,88,88
256,dozer_s_000769.png,19,19,89,89,11,11,88,88
257,bulldozer_s_001016.png,19,19,89,89,11,11,88,88
258,bulldozer_s_001524.png,19,19,89,89,11,11,88,88
259,dozer_s_000046.png,19,19,89,89,11,11,88,88
260,bulldozer_s_000980.png,19,19,89,89,11,11,88,88
261,bulldozer_s_001414.png,19,19,89,89,11,11,88,88
262,bulldozer_s_001134.png,19,19,89,89,11,19,88,88
263,tractor_s_000899.png,19,11,89,31,11,7,88,88
264,tractor_s_001002.png,19,11,89,64,11,3,88,61
265,tractor_s_000034.png,19,19,89,41,11,7,88,36
266,tractor_s_000925.png,19,5,89,22,11,15,88,15
267,bulldozer_s_000946.png,19,19,89,89,11,11,88,88
268,tractor_s_000037.png,19,18,89,89,11,10,88,78
269,tractor_s_000105.png,19,7,89,29,11,7,88,22
270,bulldozer_s_002047.png,19,19,89,89,11,11,88,88
271,bulldozer_s_001694.png,19,19,89,89,11,11,88,88
272,bulldozer_s_000906.png,19,15,89,44,11,7,88,10
273,dozer_s_001228.png,19,19,89,13,11,10,88,5
274,dozer_s_001399.png,19,19,89,89,11,11,88,88
275,bulldozer_s_000004.png,19,19,89,89,11,11,88,43
276,tractor_s_001525.png,19,19,89,89,11,11,88,90
277,bulldozer_s_000019.png,19,19,89,89,11,11,88,88
278,bulldozer_s_001764.png,19,8,89,88,11,18,88,43
279,bulldozer_s_001496.png,19,19,89,89,11,11,88,88
280,dozer_s_000048.png,19,13,89,89,11,5,88,88
281,tractor_s_000953.png,19,19,89,87,11,15,88,5
282,bulldozer_s_000949.png,19,19,89,89,11,11,88,88
283,bulldozer_s_000301.png,19,19,89,89,11,11,88,88
284,tractor_s_001681.png,19,19,89,85,11,11,88,84
285,dozer_s_000853.png,19,19,89,89,11,11,88,88
286,tractor_s_000511.png,19,19,89,89,11,11,88,88
287,bulldozer_s_000131.png,19,19,89,89,11,5,88,19
288,dozer_s_000859.png,19,19,89,89,11,11,88,88
289,tractor_s_001029.png,19,19,89,89,11,11,88,88
290,bulldozer_s_000146.png,19,19,89,89,11,11,88,88
291,bulldozer_s_000110.png,19,19,89,89,11,11,88,88
292,dozer_s_000167.png,19,19,89,89,11,16,88,88
293,dozer_s_001515.png,19,19,89,89,11,11,88,88
294,bulldozer_s_000661.png,19,19,89,89,11,11,88,88
295,tractor_s_000668.png,19,19,89,41,11,11,88,36
296,dozer_s_000399.png,19,19,89,89,11,11,88,88
297,tractor_s_000021.png,19,19,89,89,11,11,88,88
298,dozer_s_000506.png,19,19,89,89,11,11,88,88
299,bulldozer_s_000128.png,19,19,89,89,11,11,88,88
300,male_child_s_001402.png,14,14,11,11,6,6,3,3
301,male_child_s_001271.png,14,14,11,35,6,6,3,12
302,boy_s_000829.png,14,14,11,46,6,6,3,41
303,male_child_s_001115.png,14,14,11,35,6,6,3,3
304,boy_s_000361.png,14,19,11,13,6,6,3,5
305,boy_s_001812.png,14,14,11,46,6,6,3,41
306,male_child_s_000041.png,14,14,11,46,6,6,3,41
307,male_child_s_001399.png,14,14,11,11,6,6,3,3
308,boy_s_000936.png,14,14,11,87,6,6,3,86
309,male_child_s_001414.png,14,14,11,98,6,6,3,22
310,boy_s_001904.png,14,14,11,11,6,6,3,3
311,male_child_s_001334.png,14,14,11,11,6,6,3,3
312,male_child_s_001543.png,14,14,11,2,6,13,3,12
313,male_child_s_000725.png,14,14,11,35,6,6,3,3
314,male_child_s_001626.png,14,14,11,11,6,6,3,3
315,boy_s_000292.png,14,14,11,2,6,6,3,12
316,boy_s_001642.png,14,14,11,35,6,6,3,12
317,male_child_s_001196.png,14,14,11,11,6,6,3,3
318,boy_s_001289.png,14,8,11,97,6,18,3,97
319,boy_s_002065.png,14,14,11,11,6,6,3,3
320,boy_s_000131.png,14,14,11,35,6,6,3,29
321,boy_s_000764.png,14,14,11,2,6,6,3,12
322,male_child_s_000426.png,14,0,11,55,6,0,3,51
323,male_child_s_001749.png,14,14,11,35,6,6,3,29
324,male_child_s_001677.png,14,14,11,35,6,6,3,29
325,boy_s_001169.png,14,14,11,46,6,6,3,3
326,boy_s_000163.png,14,14,11,11,6,6,3,3
327,boy_s_001382.png,14,14,11,11,6,6,3,3
328,altar_boy_s_000607.png,14,14,11,11,6,6,3,3
329,altar_boy_s_000143.png,14,6,11,84,6,6,3,12
330,boy_s_002264.png,14,14,11,35,6,6,3,29
331,boy_s_000165.png,14,14,11,11,6,3,3,3
332,boy_s_001695.png,14,14,11,35,6,6,3,12
333,boy_s_001400.png,14,14,11,35,6,6,3,3
334,boy_s_000544.png,14,14,11,32,6,6,3,47
335,boy_s_001968.png,14,14,11,11,6,6,3,3
336,altar_boy_s_001626.png,14,14,11,11,6,6,3,3
337,male_child_s_000543.png,14,14,11,11,6,6,3,3
338,boy_s_001221.png,14,14,11,46,6,6,3,41
339,male_child_s_000931.png,14,14,11,35,6,6,3,29
340,male_child_s_001612.png,14,14,11,11,6,6,3,3
341,male_child_s_001054.png,14,14,11,11,6,6,3,3
342,male_child_s_001675.png,14,14,11,11,6,6,3,3
343,male_child_s_000655.png,14,14,11,35,6,6,3,3
344,boy_s_001047.png,14,14,11,98,6,6,3,3
345,boy_s_001030.png,14,14,11,2,6,6,3,12
346,boy_s_001358.png,14,14,11,46,6,6,3,75
347,boy_s_000603.png,14,14,11,11,6,6,3,3
348,male_child_s_001459.png,14,14,11,98,6,6,3,98
349,boy_s_001216.png,14,14,11,2,6,6,3,12
350,male_child_s_000120.png,14,14,11,11,6,6,3,3
351,male_child_s_001010.png,14,14,11,46,6,3,3,41
352,male_child_s_001121.png,14,14,11,11,6,6,3,3
353,boy_s_000279.png,14,14,11,2,6,6,3,12
354,boy_s_000823.png,14,14,11,11,6,6,3,3
355,male_child_s_001508.png,14,14,11,11,6,6,3,3
356,boy_s_002243.png,14,14,11,38,6,6,3,32
357,male_child_s_000331.png,14,14,11,11,6,6,3,3
358,boy_s_000757.png,14,14,11,46,6,6,3,29
359,male_child_s_000344.png,14,14,11,11,6,6,3,3
360,boy_s_001907.png,14,14,11,46,6,6,3,41
361,male_child_s_001123.png,14,14,11,11,6,6,3,3
362,boy_s_001046.png,14,14,11,11,6,6,3,3
363,male_child_s_001422.png,14,14,11,11,6,6,3,3
364,boy_s_000077.png,14,14,11,98,6,6,3,98
365,boy_s_001771.png,14,14,11,98,6,6,3,98
366,boy_s_000387.png,14,14,11,98,6,6,3,98
367,boy_s_001671.png,14,14,11,11,6,6,3,3
368,boy_s_001673.png,14,14,11,2,6,6,3,12
369,boy_s_002301.png,14,14,11,11,6,6,3,12
370,male_child_s_000584.png,14,14,11,35,6,6,3,29
371,male_child_s_000373.png,14,14,11,11,6,15,3,3
372,male_child_s_001624.png,14,14,11,11,6,6,3,3
373,male_child_s_000948.png,14,14,11,11,6,6,3,3
374,boy_s_002071.png,14,7,11,6,6,17,3,31
375,boy_s_000724.png,14,14,11,11,6,6,3,3
376,male_child_s_000675.png,14,14,11,11,6,6,3,3
377,male_child_s_000140.png,14,14,11,11,6,6,3,3
378,male_child_s_001498.png,14,14,11,11,6,6,3,3
379,boy_s_000716.png,14,11,11,31,6,3,3,12
380,boy_s_000814.png,14,14,11,11,6,6,3,3
381,boy_s_001524.png,14,14,11,35,6,6,3,3
382,boy_s_000514.png,14,14,11,35,6,6,3,29
383,boy_s_002094.png,14,14,11,46,6,6,3,41
384,boy_s_000567.png,14,14,11,11,6,6,3,3
385,male_child_s_001504.png,14,14,11,11,6,6,3,3
386,boy_s_002164.png,14,14,11,98,6,6,3,98
387,male_child_s_000261.png,14,14,11,11,6,6,3,3
388,male_child_s_001011.png,14,14,11,2,6,6,3,12
389,boy_s_000231.png,14,14,11,11,6,6,3,3
390,male_child_s_001500.png,14,14,11,11,6,6,3,3
391,male_child_s_001169.png,14,14,11,46,6,13,3,41
392,boy_s_001620.png,14,14,11,2,6,6,3,12
393,altar_boy_s_001436.png,14,14,11,98,6,6,3,98
394,male_child_s_001511.png,14,14,11,11,6,6,3,3
395,boy_s_001043.png,14,14,11,35,6,6,3,12
396,male_child_s_000600.png,14,14,11,11,6,6,3,3
397,male_child_s_001553.png,14,14,11,11,6,6,3,3
398,male_child_s_001484.png,14,14,11,11,6,6,3,12
399,boy_s_001533.png,14,14,11,11,6,6,3,3
400,chimp_s_001406.png,11,11,21,21,3,3,14,23
401,chimp_s_000034.png,11,14,21,98,3,6,14,29
402,chimp_s_001976.png,11,11,21,21,3,3,14,14
403,chimpanzee_s_000204.png,11,11,21,21,3,7,14,14
404,chimpanzee_s_000891.png,11,11,21,21,3,7,14,14
405,chimpanzee_s_000995.png,11,11,21,21,3,3,14,14
406,chimpanzee_s_000729.png,11,11,21,21,3,3,14,14
407,chimp_s_001664.png,11,11,21,21,3,5,14,34
408,chimpanzee_s_002300.png,11,5,21,86,3,15,14,85
409,chimp_s_000543.png,11,11,21,21,3,3,14,14
410,chimpanzee_s_000126.png,11,11,21,21,3,7,14,14
411,chimpanzee_s_000666.png,11,11,21,21,3,3,14,14
412,chimp_s_000026.png,11,11,21,21,3,3,14,14
413,chimp_s_002555.png,11,11,21,21,3,3,14,14
414,chimpanzee_s_001307.png,11,11,21,21,3,3,14,14
415,chimpanzee_s_002306.png,11,11,21,80,3,8,14,32
416,chimpanzee_s_000056.png,11,11,21,21,3,7,14,14
417,chimpanzee_s_002251.png,11,11,21,21,3,3,14,14
418,chimpanzee_s_000078.png,11,11,21,21,3,3,14,51
419,chimp_s_002083.png,11,11,21,21,3,17,14,14
420,chimpanzee_s_000960.png,11,11,21,21,3,3,14,23
421,chimp_s_001328.png,11,11,21,21,3,3,14,14
422,chimp_s_002694.png,11,11,21,21,3,3,14,14
423,chimpanzee_s_001871.png,11,11,21,21,3,7,14,14
424,chimp_s_000642.png,11,11,21,21,3,3,14,14
425,chimp_s_000474.png,11,11,21,21,3,3,14,14
426,chimpanzee_s_000491.png,11,11,21,21,3,3,14,79
427,chimpanzee_s_000324.png,11,11,21,21,3,3,14,14
428,chimpanzee_s_000317.png,11,11,21,21,3,7,14,14
429,chimpanzee_s_000660.png,11,11,21,21,3,8,14,34
430,chimpanzee_s_001179.png,11,11,21,21,3,3,14,67
431,chimp_s_002319.png,11,11,21,21,3,18,14,14
432,chimp_s_000654.png,11,11,21,21,3,3,14,14
433,chimp_s_002275.png,11,0,21,4,3,0,14,34
434,chimp_s_000728.png,11,11,21,21,3,3,14,14
435,chimpanzee_s_000134.png,11,11,21,21,3,3,14,14
436,chimp_s_002191.png,11,11,21,21,3,3,14,14
437,chimp_s_001116.png,11,11,21,21,3,3,14,14
438,pan_troglodytes_s_000053.png,11,11,21,21,3,3,14,14
439,chimp_s_000153.png,11,11,21,21,3,3,14,14
440,pan_troglodytes_s_000213.png,11,11,21,21,3,3,14,14
441,chimpanzee_s_002015.png,11,11,21,21,3,3,14,14
442,chimpanzee_s_000702.png,11,8,21,21,3,18,14,14
443,chimp_s_002086.png,11,11,21,21,3,3,14,14
444,chimp_s_001799.png,11,11,21,21,3,7,14,14
445,chimp_s_001667.png,11,11,21,21,3,3,14,12
446,chimpanzee_s_002127.png,11,11,21,21,3,3,14,14
447,chimp_s_000166.png,11,11,21,21,3,3,14,14
448,chimp_s_002459.png,11,11,21,21,3,3,14,14
449,chimp_s_001395.png,11,8,21,21,3,18,14,70
450,chimpanzee_s_001601.png,11,11,21,21,3,2,14,59
451,chimpanzee_s_000668.png,11,11,21,21,3,3,14,14
452,chimp_s_000752.png,11,11,21,21,3,3,14,14
453,chimpanzee_s_000179.png,11,11,21,21,3,3,14,23
454,chimp_s_000261.png,11,11,21,21,3,3,14,41
455,chimpanzee_s_000018.png,11,11,21,21,3,3,14,36
456,chimpanzee_s_000021.png,11,11,21,21,3,3,14,14
457,chimpanzee_s_000978.png,11,11,21,21,3,3,14,14
458,chimpanzee_s_000445.png,11,11,21,21,3,3,14,14
459,chimp_s_000542.png,11,11,21,21,3,3,14,14
460,chimpanzee_s_000073.png,11,11,21,21,3,3,14,14
461,chimp_s_002059.png,11,16,21,14,3,15,14,6
462,chimpanzee_s_000132.png,11,14,21,21,3,6,14,14
463,chimp_s_002458.png,11,11,21,38,3,3,14,79
464,chimp_s_002185.png,11,11,21,21,3,3,14,14
465,chimpanzee_s_001739.png,11,11,21,21,3,7,14,93
